AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Acc_Magnitude,Gyro_Magnitude,AccX_Mean,AccX_Std,AccY_Mean,AccY_Std,AccZ_Mean,AccZ_Std
0.06171466548994342,0.9414048131595913,-0.07593118385663164,0.4351639676857617,-0.01933889828837882,0.4066594626281148,1,-0.7802314264435303,-0.5236075753733814,-0.4795021010922071,0.4321078968694799,-0.10493691482727838,-0.17288008090240883,0.24988300692813512,-1.1732601894363595
0.11927497051562458,0.4636860175895203,0.35232792864227386,0.29825213620059055,0.9244046807643048,0.05818000095121587,1,-1.099431408117002,-0.09609638306119703,-0.431552281920441,0.475200680094029,0.021026175168164418,-0.07430224378227654,0.4041698651851484,-1.1624656064070513
0.03779899200510446,-0.30552065405174506,0.2664511901065331,0.48992869131472194,-0.23228615934710525,0.3696995430341501,1,-1.1855534608359712,-0.482059043111332,0.08375309418746238,-0.7688714057450796,0.28807624927712344,-0.7322874887575415,0.6103787988477344,-1.3442548347938819
-0.7139860615927869,-0.4312322602520264,-0.10948905082261945,0.10657558108645923,-0.0677360033625517,0.3380195526841403,1,-0.747364661579358,-0.6337436823946989,0.06315041848161038,-0.6963692123102478,0.16412542851480516,-0.5635043157117907,0.471280745693602,-1.2230952591341444
0.432651933881169,-0.17876408479784295,0.12791489985669238,-0.7514052136159763,-0.15485080580622215,-0.32725941489350446,1,-1.0763170607217976,-0.5401123468764448,-0.018897459909339727,-0.9297506158118918,0.16187325698242291,-0.561417165582664,0.23955433457348982,-1.4860801529966392
-0.2159340645884564,-0.3716041618290912,0.41258671862611856,0.11570303253431141,0.4694718816583719,-0.23749953731324933,1,-0.9956513551842575,-0.5316579392894561,-0.1016945176504151,-0.912726542675825,-0.2702002578574298,-1.1345068906467641,0.4486068716574315,-1.47664420660541
0.823663538453493,-0.3803288314319553,0.49007350939425476,-0.03946370483493351,0.34847909520479814,-0.6915788371715516,1,-0.4429832861854817,-0.3623299237221849,0.10835975097612198,-0.4533234441627751,-0.5479412857867172,-1.8263893713022852,0.5075526400355297,-1.4095436262933922
0.2718612500596189,0.3454186761702453,1.5313081019160462,-0.4593266477499297,1.272863747930137,-0.6968588182762916,1,0.15344827482211792,0.3621760819724716,0.17815897638469444,-0.43695018544368663,-0.33373586166999375,-1.243998486902094,1.0488256315023572,-0.5498093035051759
-0.45040659663399824,0.03620188001849984,-1.0717696519105306,-0.2767775291418034,0.04357734211094857,-0.4645391829206684,1,-0.37712710970307617,-0.6309746356941657,0.25676046746081865,-0.6828945317281638,-0.17991672121471097,-1.2836367468440981,0.6370347840805648,0.11932483600531146
-0.6549964147245595,1.0107514497786612,-0.8654807938144851,0.2799972333048862,0.05325675932288049,-0.7443787692274496,1,-0.12254085129283064,-0.3842478287508203,-0.06758491346732443,-0.4391459884425373,0.2115186518645222,-0.5734918108429256,0.2119287868698388,0.4291644270681395
0.12447601231192992,0.6066840516784809,-0.0013391138253992332,0.05181084849239077,-0.09677426292106132,-0.5965389698430924,1,-1.121017779215344,-0.5250165244542159,0.033928076650824465,-0.45322138720090965,0.5334451847279098,-0.6974898861558589,0.0347965978573228,0.3975575519931241
-0.29578303573337944,1.986786183999543,0.5287191874705184,-0.05771861370737672,0.24684517486594365,-0.11605973334461928,1,0.4558840442258913,-0.7744740024779093,-0.2998997878412171,-1.0247142088439545,1.3123947001007923,-0.11711311883147954,0.051334327607068166,0.40737421433254156
0.768685535033571,0.28243401366002935,0.20090234087510256,-0.1946304511692867,0.15005097897848288,-0.8077386462058991,1,-0.711363282342789,-0.32930415684608,-0.15174283787590911,-0.5286810600434068,1.2916682579894385,-0.09142909810843966,-0.5179891266270827,-0.40625387243366173
-0.3369554505004509,1.9559606315786975,1.4896118658663666,0.08832066324890775,0.7066176746551287,-0.8446986176606488,1,0.9911410762611967,-0.037124077676893005,-0.11791080452009986,-0.5725296538217352,1.923405684946731,-0.059825022912690526,0.5781084820989046,-0.05155784140127708
1.1558924773034671,1.8736182069489715,1.0615202458462638,-0.36805208844586657,0.26620401721252135,-0.18469962254427977,1,0.9895533792860319,-0.686015080308789,0.4221106539377829,-0.2575507315116784,2.2073503340015903,0.07112216227110721,1.4027342619467524,-0.5790618517987856
-1.3263705411849456,-1.4884661183027124,0.4004532714361933,-0.1946304511692867,0.024218498179828088,-0.31141942836196373,1,0.6048837643109356,-0.7749583591986781,-0.010543317969097415,0.6664929135567004,1.517896632385505,1.8894824515290485,1.5746741583007255,-0.7713166879786745
-2.0112550096006614,-1.3946134408539201,-0.8213670057932185,0.09744811469675993,0.009699366023759119,-0.16885965329966737,1,1.2568180768919572,-0.900552380027587,-0.5221106931678929,1.68437868927056,0.4051752048711282,2.284009224427563,0.9969288135561676,0.015648001795037756
-0.21171325846839725,-1.1283689173778437,-0.45867995761696106,-0.25852262624609906,0.3920364885039195,-0.05269983043577727,1,-0.2959695994765249,-0.6180033637962967,-0.8144734044683982,1.2881962064319685,-0.05907949008642474,2.5631948841665273,0.7146723144296232,0.22199644135479735
0.05985615662761257,-0.9201451692760299,-0.606124952861569,0.34388940838169857,-0.23712587587578504,-0.2005396004323563,1,-0.42434177473861107,-0.68162463204488,-0.6961410298220817,1.373037647589512,-1.0055232434029646,1.5778602430181816,-0.18216093730729516,-0.19166512229211866
-0.2788930535962403,-0.021028264744803418,-0.2227925787429162,-0.06684607113196775,-0.11129339666167307,0.021220055426858658,1,-1.329458617260191,-0.8662561591304021,-1.1240054771560135,0.3636074855388936,-1.6289969408395804,-0.5555662862077684,-0.7317597401869743,-0.9024161835141348
-0.8019387519860711,-0.29499417709304027,-0.8100842441411493,-0.24939517479824688,0.11617299496857955,0.13737987310467026,1,-0.3564966344962426,-0.7693603251859903,-0.9676157500382495,0.20502822487281086,-1.2362596280533904,-0.5829964495728346,-1.2497877133290047,-1.3798662925874081
-0.5297765858694025,0.8844056613940982,-0.47682544973797425,0.1704677711051187,-0.10645368805570711,-0.05797982277702064,1,-0.542044358864775,-0.8588172268786328,-0.5258271110007209,-1.200908829415939,-0.4862999456346509,-0.003726721369896135,-1.1023472898396294,-1.4609029580239947
-0.06074345205667235,0.8400491626533882,0.5992357881609929,0.3986541469525059,-0.3677980399277214,-0.14245969591518257,1,-0.6321944005246717,-0.5772580551231328,-0.48080671499494426,-1.1373075954643956,0.161449867743997,-0.07704808222102738,-0.6496310852707686,-0.7283351750964977
-0.39161688914904996,-0.05869088564965207,-0.12018335720307682,-0.37717956977741296,0.11133328636261358,-0.16357965922973117,1,-1.2634954471392679,-0.7854573635229882,-0.6154395650323073,-1.3431221527630632,0.4449297123532121,-0.6473793629056273,-0.4416810328146791,-0.782568399414663
0.47222966337883393,1.0759714202296946,-0.49772144711251,-0.32241481626475854,0.27588345819259485,0.026500045175062784,1,-0.35851538424946644,-0.6967140765852821,-0.3914488017737907,-0.7402144668358335,0.8059207784418715,-0.46745394345324265,-0.5593319462370588,-0.7464564688623502
-0.7968869164131162,0.4218310558198736,0.12793812915543204,-0.06684607113196775,0.483990991630842,-0.0315798627994966,1,-0.7446047181278289,-0.5462018157778412,-0.3899423042597762,-0.7441513071840145,1.0418073594252564,-0.8988702728136327,-0.15792197542012495,-0.9265957291133963
-2.386404810548225,0.08064131985332645,1.244250596617603,0.17959520761112374,-1.1421516783318326,-0.4539792034242601,1,1.415265057148433,0.1692886398824523,-0.9436035951975587,0.947811059018828,0.7773116166178207,-0.8211604945497177,0.5785818705525159,-0.4489257113360491
-1.2951258143786237,-1.2320708626870802,-0.4657517517745623,-0.03033624965161956,0.4694718816583719,-0.21637956967696864,1,0.39871040201071806,-0.5427897940079429,-1.3117062250884874,0.8840750114747449,0.09543647366488091,0.11325856681285251,0.12283941760489855,-0.36641053499990694
-0.10034679875611166,-1.3073298930702506,-1.2532050885188366,-0.46845408425593477,0.1306921287091913,0.20601976576171635,1,0.37992865615232363,-0.6542987983414406,-1.2248471694547642,0.9993651328721114,-0.31545473498585447,0.6416695238117603,-0.3620170560248746,0.1136427848091866
0.7043966168247845,-0.5766797297917278,0.5607750108374759,0.12483048398216356,-0.16453021509544022,-0.21109958857222869,1,-0.40650653651070856,-0.7842352727364532,-1.1556131389421593,1.1998368834699935,-0.8592947275495273,-0.0755210796256963,0.09094765397697402,0.1721428331526188
-0.22870908012377963,-0.2359546222244355,0.4554278272565398,-0.2767775291418034,-0.14033165622018268,-0.15301967541159084,1,-1.0403651574136306,-0.7997765847337261,-0.9861779929389207,1.2695552226405014,-1.0757530879551522,-0.4977446786928072,0.23109103850587187,0.2125441716579089
0.17637417808532505,-0.11695574580136395,0.5617505601987017,-0.2767775291418034,0.26620401721252135,-0.4539792034242601,1,-0.9715509222717229,-0.5644946757630037,-0.2219369325184736,-0.04690803438302008,-1.1407766028783455,-0.6427645422439321,-0.0609726984587973,-0.1512833299786115
